stem,snippet_id,compound,class,dose,route,administered,context
kandhwal2025,5,DOI,psychedelic,5 mg/kg,s.c.,True,"HSP (200 mg/ kg; p.o.); Group 6 was DOI (2,5-dimethoxy-4-iodoamphetamine) per se (5 mg/kg, s.c); Group 7 was given DOI ("
kandhwal2025,6,hesperidin,other,200 mg/kg,p.o.,True,"Group 6 was DOI (2,5-dimethoxy-4-iodoamphetamine) per se (5 mg/kg, s.c); Group 7 was given DOI (5 mg/ kg.,s.c) and HSP ("
kandhwal2025,7,hesperidin,other,200 mg/kg,p.o.,True,"mg/kg, s.c); Group 7 was given DOI (5 mg/ kg.,s.c) and HSP (200 mg/kg;p.o.). The doses selected for hesperidin (100 and "
kandhwal2025,8,DOI,psychedelic,5 mg/kg,s.c.,False,"s given DOI (5 mg/ kg.,s.c) and HSP (200 mg/kg;p.o.). The doses selected for hesperidin (100 and 200 mg/kg, p.o.), DOI ("
kandhwal2025,9,fluoxetine,comparator,20 mg/kg,,False,"HSP (200 mg/kg;p.o.). The doses selected for hesperidin (100 and 200 mg/kg, p.o.), DOI (5 mg/kg, s.c.), and fluoxetine ("
kandhwal2025,10,hesperidin,other,200 mg/kg,,False,"layer were diminished when it was administered alongside DOI, resulting in less improvement than observed with the HSP 2"
kandhwal2025,11,hesperidin,other,200 mg/kg,,True,icture-6.png  Naive  picture-7.png  CUMS + Vehicle  CUMS + Fluoxetine  picture-8.png  picture-9.png  CUMS + Hesperidin (
kandhwal2025,12,hesperidin,other,200 mg/kg,,True,ne  picture-8.png  picture-9.png  CUMS + Hesperidin (200 mg/kg)  picture-10.png  DOI per se  CUMS + DOI 5 + Hesperidin (
kandhwal2025,13,hesperidin,other,100 mg/kg,,True,g  CUMS + Hesperidin (200 mg/kg)  picture-10.png  DOI per se  CUMS + DOI 5 + Hesperidin (200 mg/kg)  CUMS + Hesperidin (
kandhwal2025,14,hesperidin,other,200 mg/kg,,False,"ted the antidepressant-like potential of hesperidin (HSP), a citrus-derived flavonoid, administered chronically (100 or "
kato2025,0,DOI,psychedelic,1 mg/kg,s.c.,True,"with the saline control group on Days 4 (1 mg/kg; p < 0.01;  daily  analysis, p < 0.05; multiple- day analysis) and 7 (1"
kato2025,1,DOI,psychedelic,1 mg/kg,s.c.,True,"alysis) and 7 (1 mg/kg; p < 0.05; daily analysis), but not on Day 14. The results on Days 4, 7, and 14 after DOI (1 and "
kato2025,2,DOI,psychedelic,1 mg/kg,s.c.,True,"s on Days 4, 7, and 14 after DOI (1 and 3 mg/kg, s.c.) conditioning (Days 1-3) are shown in Figure/uni00A04A-C. The DOI "
kato2025,2,DOI,psychedelic,3 mg/kg,s.c.,True,"s on Days 4, 7, and 14 after DOI (1 and 3 mg/kg, s.c.) conditioning (Days 1-3) are shown in Figure/uni00A04A-C. The DOI "
kato2025,3,DOI,psychedelic,3 mg/kg,s.c.,True,Figure/uni00A04A-C. The DOI 3 mg/kg group had a significant CPA score compared with the saline control group on Day 4 (3
kato2025,4,"U50,488H",other,0.3 mg/kg,s.c.,True,"duction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  ("
kato2025,4,"U50,488H",other,1 mg/kg,s.c.,True,"duction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  ("
kato2025,4,"U50,488H",other,3 mg/kg,s.c.,True,"duction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  ("
kato2025,5,"U50,488H",other,0.3 mg/kg,s.c.,True,"ed marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  (0.3 mg/kg; p < 0.05,  1  and "
kato2025,5,"U50,488H",other,1 mg/kg,s.c.,True,"ed marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  (0.3 mg/kg; p < 0.05,  1  and "
kato2025,5,"U50,488H",other,3 mg/kg,s.c.,True,"ed marbles for all doses of U50,488H at 15 (0.3, 1, and  3 mg/kg; p < 0.01)  and  30 min  (0.3 mg/kg; p < 0.05,  1  and "
kato2025,6,DOI,psychedelic,0.3 mg/kg,s.c.,True,"0.3 mg/kg; p < 0.05,  1  and 3 mg/kg; p < 0.01) compared with the saline control group. The effects of DOI (0.3, 1, and "
kato2025,6,DOI,psychedelic,1 mg/kg,s.c.,True,"0.3 mg/kg; p < 0.05,  1  and 3 mg/kg; p < 0.01) compared with the saline control group. The effects of DOI (0.3, 1, and "
kato2025,6,DOI,psychedelic,3 mg/kg,s.c.,True,"0.3 mg/kg; p < 0.05,  1  and 3 mg/kg; p < 0.01) compared with the saline control group. The effects of DOI (0.3, 1, and "
kato2025,7,DOI,psychedelic,0.3 mg/kg,s.c.,True,hown in Figure/uni00A05B. There was a significant reduction in the number of buried marbles for all doses of DOI at 15 (
kato2025,8,DOI,psychedelic,0.3 mg/kg,s.c.,True,"05B. There was a significant reduction in the number of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, "
kato2025,8,DOI,psychedelic,1 mg/kg,s.c.,True,"05B. There was a significant reduction in the number of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, "
kato2025,9,DOI,psychedelic,0.3 mg/kg,s.c.,True,"uction in the number of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, 1 mg/kg; p < 0.01) and 30 min  ("
kato2025,9,DOI,psychedelic,1 mg/kg,s.c.,True,"uction in the number of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, 1 mg/kg; p < 0.01) and 30 min  ("
kato2025,10,DOI,psychedelic,0.3 mg/kg,s.c.,True,"of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, 1 mg/kg; p < 0.01) and 30 min  (1 mg/kg; p < 0.01,  3"
kato2025,10,DOI,psychedelic,1 mg/kg,s.c.,True,"of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, 1 mg/kg; p < 0.01) and 30 min  (1 mg/kg; p < 0.01,  3"
kato2025,10,DOI,psychedelic,3 mg/kg,s.c.,True,"of buried marbles for all doses of DOI at 15 (0.3 mg/kg; p < 0.05, 1 mg/kg; p < 0.01) and 30 min  (1 mg/kg; p < 0.01,  3"
kato2025,11,"U50,488H",other,1 mg/kg,s.c.,True,"6A-C. On Day 4, the number of buried marbles was significantly greater than that in the saline control for only 30 min ("
kato2025,12,"U50,488H",other,1 mg/kg,s.c.,True,"marbles was significantly greater than that in the saline control for only 30 min (1 mg/kg; p < 0.05)  in  the U50,488H "
kato2025,13,"U50,488H",other,1 mg/kg,s.c.,True,"control for only 30 min (1 mg/kg; p < 0.05)  in  the U50,488H 1 mg/kg conditioning group. The results in the DOI (1 and "
kato2025,13,DOI,psychedelic,1 mg/kg,s.c.,True,"control for only 30 min (1 mg/kg; p < 0.05)  in  the U50,488H 1 mg/kg conditioning group. The results in the DOI (1 and "
kato2025,13,DOI,psychedelic,3 mg/kg,s.c.,True,"control for only 30 min (1 mg/kg; p < 0.05)  in  the U50,488H 1 mg/kg conditioning group. The results in the DOI (1 and "
kato2025,14,DOI,psychedelic,3 mg/kg,s.c.,True,"e/uni00A07A-C. On Day 4, the number of buried marbles was significantly greater than that in the saline control for 15 ("
kato2025,15,DOI,psychedelic,3 mg/kg,s.c.,True,buried marbles was significantly greater than that in the saline control for 15 (3 mg/kg; p < 0.05) and 30 min (1 and  3
kato2025,15,DOI,psychedelic,1 mg/kg,s.c.,True,buried marbles was significantly greater than that in the saline control for 15 (3 mg/kg; p < 0.05) and 30 min (1 and  3
kato2025,16,DOI,psychedelic,3 mg/kg,s.c.,True,"ioning groups. On Day 7, the number of buried marbles was significantly greater than that in the saline control for 15 ("
kato2025,17,DOI,psychedelic,1 mg/kg,s.c.,True,DOI- induced place aversion in mice. Conditioned place aversion (CPA) tests were performed by administering DOI (1 and 3
kato2025,17,DOI,psychedelic,3 mg/kg,s.c.,True,DOI- induced place aversion in mice. Conditioned place aversion (CPA) tests were performed by administering DOI (1 and 3
kato2025,18,"U50,488H",other,0.3 mg/kg,s.c.,True,"e- burying  behavior  after  acute  administration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and "
kato2025,18,"U50,488H",other,1 mg/kg,s.c.,True,"e- burying  behavior  after  acute  administration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and "
kato2025,18,"U50,488H",other,3 mg/kg,s.c.,True,"e- burying  behavior  after  acute  administration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and "
kato2025,19,"U50,488H",other,0.3 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,19,"U50,488H",other,1 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,19,"U50,488H",other,3 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,19,DOI,psychedelic,0.3 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,19,DOI,psychedelic,1 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,19,DOI,psychedelic,3 mg/kg,s.c.,True,"nistration of U50,488H and DOI. Acute administration of U- 50488 H (0.3, 1, and 3 mg/kg, s.c.) (A) and DOI (0.3, 1, and "
kato2025,20,DOI,psychedelic,1 mg/kg,s.c.,True,vior  in  DOI- conditioned  mice. Marble- burying tests were performed 1 h after the CPA test session in the DOI (1 and 
kato2025,20,DOI,psychedelic,3 mg/kg,s.c.,True,vior  in  DOI- conditioned  mice. Marble- burying tests were performed 1 h after the CPA test session in the DOI (1 and 
kato2025,21,"U50,488H",other,0.3 mg/kg,s.c.,True,"esults  ## 3.1   |   Conditioned Place Aversion (CPA) Test  The results on Days 4, 7, and 14 after U50,488H (0.3, 1 and "
kato2025,21,"U50,488H",other,1 mg/kg,s.c.,True,"esults  ## 3.1   |   Conditioned Place Aversion (CPA) Test  The results on Days 4, 7, and 14 after U50,488H (0.3, 1 and "
kato2025,21,"U50,488H",other,3 mg/kg,s.c.,True,"esults  ## 3.1   |   Conditioned Place Aversion (CPA) Test  The results on Days 4, 7, and 14 after U50,488H (0.3, 1 and "
kato2025,22,"U50,488H",other,0.3 mg/kg,s.c.,True,"nd 14 after U50,488H (0.3, 1 and 3 mg/kg, s.c.) conditioning (Days 1-3) are shown in Figure/uni00A03A-C. The  U50,488H  "
kato2025,22,"U50,488H",other,1 mg/kg,s.c.,True,"nd 14 after U50,488H (0.3, 1 and 3 mg/kg, s.c.) conditioning (Days 1-3) are shown in Figure/uni00A03A-C. The  U50,488H  "
kato2025,22,"U50,488H",other,3 mg/kg,s.c.,True,"nd 14 after U50,488H (0.3, 1 and 3 mg/kg, s.c.) conditioning (Days 1-3) are shown in Figure/uni00A03A-C. The  U50,488H  "
kato2025,23,"U50,488H",other,0.3 mg/kg,s.c.,True,"nduced place aversion in mice. Conditioned place aversion (CPA) tests were performed by administering U50,488H (0.3, 1, "
kato2025,23,"U50,488H",other,1 mg/kg,s.c.,True,"nduced place aversion in mice. Conditioned place aversion (CPA) tests were performed by administering U50,488H (0.3, 1, "
kato2025,23,"U50,488H",other,3 mg/kg,s.c.,True,"nduced place aversion in mice. Conditioned place aversion (CPA) tests were performed by administering U50,488H (0.3, 1, "
kato2025,24,"U50,488H",other,1 mg/kg,s.c.,True,'s multiple comparison test; multiple- day analysis).  picture-9.png  compared with the saline control group on Days 4 (
kato2025,25,"U50,488H",other,0.3 mg/kg,s.c.,True,"; daily statistics), but not on Days 7 and 14.  ## 3.2   |   Marble- Burying Test  The effects of U50,488H (0.3, 1, and "
kato2025,25,"U50,488H",other,1 mg/kg,s.c.,True,"; daily statistics), but not on Days 7 and 14.  ## 3.2   |   Marble- Burying Test  The effects of U50,488H (0.3, 1, and "
kato2025,25,"U50,488H",other,3 mg/kg,s.c.,True,"; daily statistics), but not on Days 7 and 14.  ## 3.2   |   Marble- Burying Test  The effects of U50,488H (0.3, 1, and "
kato2025,26,"U50,488H",other,0.3 mg/kg,s.c.,True,"0A0 5A. There was a significant reduction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  "
kato2025,26,"U50,488H",other,1 mg/kg,s.c.,True,"0A0 5A. There was a significant reduction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  "
kato2025,26,"U50,488H",other,3 mg/kg,s.c.,True,"0A0 5A. There was a significant reduction in the number of buried marbles for all doses of U50,488H at 15 (0.3, 1, and  "
kato2025,27,"U50,488H",other,0.3 mg/kg,s.c.,True,"1 mg/kg; p < 0.01,  3 mg/kg; p < 0.01) compared with the saline control group. The results in the U50,488H (0.3, 1, and "
kato2025,27,"U50,488H",other,1 mg/kg,s.c.,True,"1 mg/kg; p < 0.01,  3 mg/kg; p < 0.01) compared with the saline control group. The results in the U50,488H (0.3, 1, and "
kato2025,27,"U50,488H",other,3 mg/kg,s.c.,True,"1 mg/kg; p < 0.01,  3 mg/kg; p < 0.01) compared with the saline control group. The results in the U50,488H (0.3, 1, and "
kato2025,28,"U50,488H",other,0.3 mg/kg,s.c.,True,"tioned mice. Marble- burying tests were performed 1 h after the CPA postconditioning test in the U- 50488H (0.3, 1, and "
kato2025,28,"U50,488H",other,1 mg/kg,s.c.,True,"tioned mice. Marble- burying tests were performed 1 h after the CPA postconditioning test in the U- 50488H (0.3, 1, and "
kato2025,28,"U50,488H",other,3 mg/kg,s.c.,True,"tioned mice. Marble- burying tests were performed 1 h after the CPA postconditioning test in the U- 50488H (0.3, 1, and "
kleditzsch2025,0,escitalopram,other,2-10 mg/kg,,False,"lson, Li, et/uni00A0al./uni00A02025; Hesselgrave et/uni00A0al./uni00A02021).  Studies have reported that acute doses of "
kleditzsch2025,1,escitalopram,comparator,3.2 mg/kg,,False,tor activity (Poleszak et/uni00A0al./uni00A02020; Reimets et/uni00A0al./uni00A02016). Acute escitalopram doses of 1 and 
kleditzsch2025,2,escitalopram,comparator,3 mg/kg,,False,"he tail suspension test in WT C57BL/6 mice (Mitchell et/uni00A0al./uni00A02016). Furthermore, one dose of escitalopram ("
kleditzsch2025,3,escitalopram,comparator,2.5 mg/kg,,False,oleptic episodes in orexin deficient mice (Schmidt et/uni00A0al./uni00A02016). Escitalopram was administered at 2.5 and 
kleditzsch2025,3,escitalopram,comparator,5 mg/kg,,False,oleptic episodes in orexin deficient mice (Schmidt et/uni00A0al./uni00A02016). Escitalopram was administered at 2.5 and 
kleditzsch2025,4,citalopram,comparator,20 mg/kg,,False,"uction in head twitches after an acute SSRI administration. Notably, in this recent study, they used citalopram (20 and "
kleditzsch2025,4,citalopram,comparator,40 mg/kg,,False,"uction in head twitches after an acute SSRI administration. Notably, in this recent study, they used citalopram (20 and "
kleditzsch2025,5,escitalopram,comparator,1 mg/kg,,False,"/uni00A0vivo studies in mice demonstrate that doses well below 1 mg/kg already occupy the majority of 5- HTT sites, and "
kleditzsch2025,5,escitalopram,comparator,5 mg/kg,,False,"/uni00A0vivo studies in mice demonstrate that doses well below 1 mg/kg already occupy the majority of 5- HTT sites, and "
kleditzsch2025,6,escitalopram,comparator,2.5 mg/kg,i.p.,True,"silocybin's acute behavioural effects, we treated C57BL/6 mice with the highly selective 5- HTT inhibitor escitalopram ("
kleditzsch2025,6,escitalopram,comparator,5 mg/kg,i.p.,True,"silocybin's acute behavioural effects, we treated C57BL/6 mice with the highly selective 5- HTT inhibitor escitalopram ("
kleditzsch2025,6,psilocybin,psychedelic,1 mg/kg,,True,"silocybin's acute behavioural effects, we treated C57BL/6 mice with the highly selective 5- HTT inhibitor escitalopram ("
kleditzsch2025,7,escitalopram,comparator,2.5 mg/kg,i.p.,True,"/6 mice with the highly selective 5- HTT inhibitor escitalopram (2.5-5 mg/kg, i.p.) prior to psilocybin administration ("
kleditzsch2025,7,escitalopram,comparator,5 mg/kg,i.p.,True,"/6 mice with the highly selective 5- HTT inhibitor escitalopram (2.5-5 mg/kg, i.p.) prior to psilocybin administration ("
kleditzsch2025,7,psilocybin,psychedelic,1 mg/kg,,True,"/6 mice with the highly selective 5- HTT inhibitor escitalopram (2.5-5 mg/kg, i.p.) prior to psilocybin administration ("
kleditzsch2025,8,psilocybin,psychedelic,1 mg/kg,,True,hyperlocomotive response and the typical head- twitch response following  the  acute  administration  of  psilocybin  (1
kleditzsch2025,9,escitalopram,comparator,2.5 mg/kg,,True,"2003).  To this end, we pharmacologically blocked 5- HTT by pretreating  WT  mice  with  low  doses  of  escitalopram  ("
kleditzsch2025,9,escitalopram,comparator,5 mg/kg,,True,"2003).  To this end, we pharmacologically blocked 5- HTT by pretreating  WT  mice  with  low  doses  of  escitalopram  ("
kleditzsch2025,10,escitalopram,comparator,2.5 mg/kg,,False,ollowing the guidelines of the National Health and Medical Research Council (NHMRC).  ## 2.2   |   Drugs  Escitalopram (
kleditzsch2025,10,escitalopram,comparator,5 mg/kg,,False,ollowing the guidelines of the National Health and Medical Research Council (NHMRC).  ## 2.2   |   Drugs  Escitalopram (
kleditzsch2025,11,escitalopram,comparator,2.5 mg/kg,,False,e National Health and Medical Research Council (NHMRC).  ## 2.2   |   Drugs  Escitalopram (2.5-5 mg/kg) and psilocybin (
kleditzsch2025,11,escitalopram,comparator,5 mg/kg,,False,e National Health and Medical Research Council (NHMRC).  ## 2.2   |   Drugs  Escitalopram (2.5-5 mg/kg) and psilocybin (
kleditzsch2025,11,psilocybin,psychedelic,1 mg/kg,,False,e National Health and Medical Research Council (NHMRC).  ## 2.2   |   Drugs  Escitalopram (2.5-5 mg/kg) and psilocybin (
kleditzsch2025,12,psilocybin,psychedelic,1 mg/kg,,True,med 30 min prior to the psilocybin injection. Doses and timepoints were based on previous literature.  An acute dose of 
kleditzsch2025,13,psilocybin,psychedelic,1 mg/kg,,True,RE /one.LP |    Total amount of head twitches post- psilocybin or saline injection in male and female mice. Psilocybin (
kleditzsch2025,14,psilocybin,psychedelic,1 mg/kg,,True,jection in male and female mice. Psilocybin (1 mg/kg) significantly increased head twitches regardless of escitalopram (
kleditzsch2025,14,escitalopram,comparator,2.5 mg/kg,,True,jection in male and female mice. Psilocybin (1 mg/kg) significantly increased head twitches regardless of escitalopram (
kleditzsch2025,15,psilocybin,psychedelic,1 mg/kg,,False,"T (i.e., 5- HTT KO mice), do not show a head- twitch response and no hyperlocomotion after a single dose of psilocybin ("
kleditzsch2025,16,escitalopram,comparator,2.5 mg/kg,,True,e  FIGURE /two.LP |    Locomotor activity over time after acute injection of escitalopram and psilocybin. Escitalopram (
kleditzsch2025,16,psilocybin,psychedelic,1 mg/kg,,True,e  FIGURE /two.LP |    Locomotor activity over time after acute injection of escitalopram and psilocybin. Escitalopram (
kleditzsch2025,17,escitalopram,comparator,2.5 mg/kg,,True,ty over time after acute injection of escitalopram and psilocybin. Escitalopram (2.5 mg/kg) did not alter psilocybin's (
kleditzsch2025,17,psilocybin,psychedelic,1 mg/kg,,True,ty over time after acute injection of escitalopram and psilocybin. Escitalopram (2.5 mg/kg) did not alter psilocybin's (
kleditzsch2025,18,citalopram,comparator,40 mg/kg,,False,ni00A0 2015). A novel study by Erkizia- Santamaría  et/uni00A0 al./uni00A0 (2025)  found  that  the  SSRI  citalopram  (
kleditzsch2025,19,escitalopram,comparator,2.5 mg/kg,,True,s reduced psilocybin's acute subjective effects.  We  investigated  the  impact  of  a  single  dose  of  escitalopram (
kleditzsch2025,19,escitalopram,comparator,5 mg/kg,,True,s reduced psilocybin's acute subjective effects.  We  investigated  the  impact  of  a  single  dose  of  escitalopram (
kleditzsch2025,20,escitalopram,comparator,2.5 mg/kg,,False,the long- term SSRI therapy in  patients  with  major  depressive  disorder  before  psilocybin treatment.  The dose of 
kleditzsch2025,21,escitalopram,comparator,5 mg/kg,,False,HTT and thereby psilocybin's binding while minimising escitalopram's own effect on locomotor activity. A higher dose of 
kleditzsch2025,22,escitalopram,comparator,10 mg/kg,,False,"and Dhillon/uni00A02016). While it would be interesting to extend our  study using higher doses of escitalopram (e.g., 1"
kleditzsch2025,23,psilocybin,psychedelic,1 mg/kg,,True,f psilocybin compared to homozygous 5- HTT knockout mice. Total amount of head twitches within 15 min after psilocybin (
kleditzsch2025,24,psilocybin,psychedelic,1 mg/kg,,True,"ex effect, ++++ p < 0.0001  genotype  effect. Figure S2: Locomotor activity after acute dose of psilocybin. Psilocybin ("
kleditzsch2025,25,psilocybin,psychedelic,1 mg/kg,,True,dual values and mean ± standard error of the mean (SEM). Figure S3: Head- twitch response to psilocybin administration (
kleditzsch2025,26,psilocybin,psychedelic,1 mg/kg,,True,rror of the mean (SEM). Figure S3: Head- twitch response to psilocybin administration (1 mg/kg) after pretreatment with 
kleditzsch2025,26,escitalopram,comparator,5 mg/kg,,True,rror of the mean (SEM). Figure S3: Head- twitch response to psilocybin administration (1 mg/kg) after pretreatment with 
kleditzsch2025,27,psilocybin,psychedelic,1 mg/kg,,True,"(Sal) mice, Esc = escitalopram, Sal = saline. (b) Psilocybin increased locomotion (F 1,55 = 9.774; ** p = 0.003)  and  5"
kleditzsch2025,27,escitalopram,comparator,5 mg/kg,,True,"(Sal) mice, Esc = escitalopram, Sal = saline. (b) Psilocybin increased locomotion (F 1,55 = 9.774; ** p = 0.003)  and  5"
kleditzsch2025,28,escitalopram,comparator,1 mg/kg,,False,", confirming its exceptional selectivity. Furthermore, in/uni00A0vivo studies in mice demonstrate that doses well below "
